Time,Iteration,#Processors
0.03185889,43,28
0.01825957,44,28
0.04242926,45,28
0.02127681,46,28
0.07818218,47,28
0.07181685,48,28
0.06383766,49,28
0.04162995,50,28
0.04042090,1,29
0.05517200,2,29
0.04438778,3,29
0.02709439,4,29
0.03224352,5,29
0.03492350,6,29
0.02461850,7,29
0.02219935,8,29
0.05611675,9,29
0.06665291,10,29
0.02437005,11,29
0.02948692,12,29
0.02201424,13,29
0.04335502,14,29
0.03001323,15,29
0.04669763,16,29
0.06000209,17,29
0.05903568,18,29
0.02977850,19,29
0.03039120,20,29
0.05391462,21,29
0.05940753,22,29
0.05041216,23,29
0.04214400,24,29
0.04874337,25,29
0.02715054,26,29
0.05991231,27,29
0.03093130,28,29
0.05902088,29,29
0.01589488,30,29
0.02944009,31,29
0.06699969,32,29
0.03686966,33,29
0.07276894,34,29
0.05208420,35,29
0.03786011,36,29
0.03695665,37,29
0.06073955,38,29
0.04192965,39,29
0.02568592,40,29
0.06274024,41,29
0.06246316,42,29
0.08789520,43,29
0.04711865,44,29
0.05796150,45,29
0.03071471,46,29
0.03329252,47,29
0.04692475,48,29
0.02789635,49,29
0.04331873,50,29
0.04374576,1,30
0.04406044,2,30
0.06326574,3,30
0.07010560,4,30
0.04939414,5,30
0.03260161,6,30
0.05853810,7,30
0.03127934,8,30
0.03190659,9,30
0.05843269,10,30
0.05211177,11,30
0.02883377,12,30
0.03895835,13,30
0.04597788,14,30
0.02998954,15,30
0.06735792,16,30
0.03809873,17,30
0.04114932,18,30
0.05059932,19,30
0.05526387,20,30
0.05901756,21,30
0.08383991,22,30
0.06306327,23,30
0.06184303,24,30
0.04337291,25,30
0.03231760,26,30
0.09696760,27,30
0.04295437,28,30
0.04204253,29,30
0.06348330,30,30
0.07889420,31,30
0.07029322,32,30
0.04245787,33,30
0.05746383,34,30
0.04382710,35,30
0.03534519,36,30
0.03941557,37,30
0.03031255,38,30
0.03198472,39,30
0.03104134,40,30
0.05083493,41,30
0.06913692,42,30
0.05819381,43,30
0.05660329,44,30
0.06246581,45,30
0.05037375,46,30
0.02876657,47,30
0.06102659,48,30
0.05409696,49,30
0.06036206,50,30
0.04722516,1,31
0.04769870,2,31
0.04913321,3,31
0.02079923,4,31
0.05763753,5,31
0.04006898,6,31
0.02833761,7,31
0.03771566,8,31
0.03419180,9,31
0.03876616,10,31
0.02324910,11,31
0.04824118,12,31
0.06864423,13,31
0.05898497,14,31
0.03317397,15,31
0.05031338,16,31
0.03977967,17,31
0.04999080,18,31
0.04221600,19,31
0.04817651,20,31
0.04941572,21,31
0.03596119,22,31
0.04219956,23,31
0.07398047,24,31
0.05197374,25,31
0.06637815,26,31
0.02942152,27,31
0.07402253,28,31
0.04045193,29,31
0.03835591,30,31
0.05680868,31,31
0.07758947,32,31
0.04441927,33,31
0.05434299,34,31
0.03610170,35,31
0.06205816,36,31
0.05400367,37,31
0.05317908,38,31
0.05131996,39,31
0.04990493,40,31
0.05838833,41,31
0.04336234,42,31
0.03722007,43,31
0.06366049,44,31
0.09551644,45,31
0.04892654,46,31
0.03308993,47,31
0.05424519,48,31
0.04973590,49,31
0.03965932,50,31
0.04168598,1,32
0.03680649,2,32
0.02641655,3,32
0.04572982,4,32
0.03651493,5,32
0.03008897,6,32
0.05592127,7,32
0.07210549,8,32
0.04269378,9,32
0.08154408,10,32
0.05831050,11,32
0.02602694,12,32
0.04404133,13,32
0.05773946,14,32
0.04070397,15,32
0.04263752,16,32
0.03820856,17,32
0.06632972,18,32
0.04598489,19,32
0.04337242,20,32
0.04092503,21,32
0.03777941,22,32
0.05530781,23,32
0.05605853,24,32
0.03118977,25,32
0.03451565,26,32
0.04126992,27,32
0.06291606,28,32
0.05063245,29,32
0.06406739,30,32
0.04135066,31,32
0.04368925,32,32
0.04285223,33,32
0.09485663,34,32
0.05040979,35,32
0.06000854,36,32
0.03557088,37,32
0.04687731,38,32
0.04783747,39,32
0.06588552,40,32
0.05011624,41,32
0.09069604,42,32
0.03540940,43,32
0.05331392,44,32
0.07045516,45,32
0.06525111,46,32
0.03027882,47,32
0.04069381,48,32
0.04369273,49,32
0.07649658,50,32
0.05276709,1,33
0.05402085,2,33
0.04442705,3,33
0.06418969,4,33
0.06929324,5,33
0.03209842,6,33
0.04083820,7,33
0.03126063,8,33
0.03718093,9,33
0.06512683,10,33
0.03180946,11,33
0.07463862,12,33
0.04348103,13,33
0.06505895,14,33
0.06267921,15,33
0.04351573,16,33
0.04266274,17,33
0.02235008,18,33
0.03140087,19,33
0.05441455,20,33
0.03839745,21,33
0.04167471,22,33
0.01342697,23,33
0.03212495,24,33
0.06406279,25,33
0.05194103,26,33
0.03551527,27,33
0.04891020,28,33
0.04371623,29,33
0.02860659,30,33
0.04665636,31,33
0.05197549,32,33
0.03844406,33,33
0.04800070,34,33
0.01827383,35,33
0.02808098,36,33
0.05656671,37,33
0.03369424,38,33
0.03971924,39,33
0.04405644,40,33
0.05665629,41,33
0.05039058,42,33
0.07076450,43,33
0.04832883,44,33
0.02016500,45,33
0.03097653,46,33
0.03690983,47,33
0.04346231,48,33
0.04156008,49,33
0.03000297,50,33
0.04574324,1,34
0.06229064,2,34
0.04667544,3,34
0.04245734,4,34
0.03945262,5,34
0.08137132,6,34
0.05760310,7,34
0.05098264,8,34
0.06240429,9,34
0.03734291,10,34
0.04763059,11,34
0.02597759,12,34
0.03523015,13,34
0.04645214,14,34
0.03755991,15,34
0.05519323,16,34
0.06292288,17,34
0.04177995,18,34
0.03509167,19,34
0.04955774,20,34
0.03522535,21,34
0.04630083,22,34
0.04535043,23,34
0.02787546,24,34
0.05631440,25,34
0.06375159,26,34
0.03169931,27,34
0.03238860,28,34
0.03654097,29,34
0.06631845,30,34
0.03358799,31,34
0.04606909,32,34
0.02809619,33,34
0.05315458,34,34
0.02473151,35,34
0.03762444,36,34
0.04529826,37,34
0.06250429,38,34
0.02245419,39,34
0.05969732,40,34
0.04121188,41,34
0.04192975,42,34
0.05902472,43,34
0.05267812,44,34
0.05442383,45,34
0.03276442,46,34
0.05324084,47,34
0.03226040,48,34
0.05261128,49,34
0.03796931,50,34
0.05065979,1,35
0.04135630,2,35
0.06306556,3,35
0.06858238,4,35
0.03512528,5,35
0.06638246,6,35
0.04526688,7,35
0.04307143,8,35
0.05512193,9,35
0.07173721,10,35
0.05523694,11,35
0.04816268,12,35
0.04191972,13,35
0.04521792,14,35
0.04301929,15,35
0.04085182,16,35
0.03864863,17,35
0.04378565,18,35
0.06366360,19,35
0.06059061,20,35
0.04099648,21,35
0.04513813,22,35
0.05074257,23,35
0.05224422,24,35
0.05619227,25,35
0.05376003,26,35
0.03276573,27,35
0.05197343,28,35
0.03698612,29,35
0.03825165,30,35
0.05548201,31,35
0.06285949,32,35
0.04250139,33,35
0.06516426,34,35
0.03023103,35,35
0.04460748,36,35
0.05315847,37,35
0.03852846,38,35
0.03848526,39,35
0.04470974,40,35
0.02662232,41,35
0.02344137,42,35
0.02882941,43,35
0.05927686,44,35
0.08861340,45,35
0.04533626,46,35
0.04734645,47,35
0.06802637,48,35
0.05989742,49,35
0.03735586,50,35
0.04101799,1,36
0.06789259,2,36
0.05680383,3,36
0.08508614,4,36
0.03070734,5,36
0.02816643,6,36
0.04764806,7,36
0.04228793,8,36
0.06431800,9,36
0.05180035,10,36
0.02282736,11,36
0.03803016,12,36
0.06211527,13,36
0.04263292,14,36
0.03739361,15,36
0.03882910,16,36
0.04517883,17,36
0.03288866,18,36
0.05448977,19,36
0.02908868,20,36
0.06195313,21,36
0.04377004,22,36
0.04625211,23,36
0.04028473,24,36
0.03675871,25,36
0.04268940,26,36
0.05297437,27,36
0.03710281,28,36
0.03807830,29,36
0.07157358,30,36
0.07757959,31,36
0.03794882,32,36
0.03486886,33,36
0.05068687,34,36
0.06308812,35,36
0.05916272,36,36
0.02152883,37,36
0.04393781,38,36
0.04220828,39,36
0.05245590,40,36
0.08758667,41,36
0.04035789,42,36
0.03071161,43,36
0.04738862,44,36
0.05993718,45,36
0.02267441,46,36
0.08460021,47,36
0.03388310,48,36
0.05276321,49,36
0.03968859,50,36
0.03068969,1,37
0.03304818,2,37
0.03238439,3,37
0.04027672,4,37
0.02617066,5,37
0.05816014,6,37
0.02749441,7,37
0.04646047,8,37
0.03298785,9,37
0.05756900,10,37
0.05834220,11,37
0.04041754,12,37
0.07871802,13,37
0.06449556,14,37
0.06292713,15,37
0.04169049,16,37
0.07815523,17,37
0.06974219,18,37
0.03493170,19,37
0.06755759,20,37
0.02521291,21,37
0.05073369,22,37
0.04585646,23,37
0.03288990,24,37
0.04402114,25,37
0.08084363,26,37
0.04657219,27,37
0.03793694,28,37
0.04906319,29,37
0.03700783,30,37
0.02440822,31,37
0.03986486,32,37
0.08468262,33,37
0.04470513,34,37
0.05095535,35,37
0.05697166,36,37
0.03975456,37,37
0.08409530,38,37
0.06175427,39,37
0.05270627,40,37
0.04139343,41,37
0.03675979,42,37
0.03826562,43,37
0.05995137,44,37
0.07235182,45,37
0.04921868,46,37
0.06231652,47,37
0.03517101,48,37
0.03795027,49,37
0.02298663,50,37
0.04084219,1,38
0.05756809,2,38
0.04946077,3,38
0.03112274,4,38
0.03597785,5,38
0.04378883,6,38
0.02815371,7,38
0.03995267,8,38
0.05836373,9,38
0.05530632,10,38
0.05109452,11,38
0.02487462,12,38
0.03361343,13,38
0.04553820,14,38
0.04895746,15,38
0.09627004,16,38
0.03100626,17,38
0.06109190,18,38
0.06020864,19,38
0.03260856,20,38
0.03495952,21,38
0.05850238,22,38
0.05822906,24,38
0.06463077,25,38
0.02586416,26,38
0.03680609,27,38
0.07478528,28,38
0.08754926,29,38
0.04835208,30,38
0.05945071,31,38
0.04192123,32,38
0.06101826,33,38
0.03355258,34,38
0.02349657,35,38
0.07566882,36,38
0.05596770,37,38
0.08509829,38,38
0.04712540,39,38
0.05453690,40,38
0.05165137,41,38
0.05798492,42,38
0.09890808,43,38
0.08092979,44,38
0.03703247,45,38
0.05026053,46,38
0.06054421,47,38
0.06116547,48,38
0.05075512,49,38
0.04630912,50,38
0.05850427,1,39
0.03143832,2,39
0.04463943,3,39
0.07255065,4,39
0.02426963,5,39
0.04639772,6,39
0.06373762,7,39
0.06371775,8,39
0.07366498,9,39
0.03860562,10,39
0.04955318,11,39
0.06618533,12,39
0.03044234,13,39
0.03897612,14,39
0.06481847,15,39
0.05673263,16,39
0.06244201,17,39
0.03072785,18,39
0.05763061,19,39
0.03502310,20,39
0.04344889,21,39
0.04213454,22,39
0.06138111,23,39
0.04235178,24,39
0.04012052,25,39
0.05931456,26,39
0.04873103,27,39
0.05251435,28,39
0.05484009,29,39
0.04687549,30,39
0.04316552,31,39
0.03413034,32,39
0.04486694,33,39
0.03584989,34,39
0.02783744,35,39
0.05021268,36,39
0.04290091,37,39
0.05325914,38,39
0.04526981,39,39
0.03808321,40,39
0.03170931,41,39
0.03428051,42,39
0.06009581,43,39
0.06901913,44,39
0.06343907,45,39
0.06031388,46,39
0.05302161,47,39
0.03993348,48,39
0.06419452,49,39
0.05885277,50,39
0.04679490,1,40
0.06910109,2,40
0.02484203,3,40
0.03021577,4,40
0.05626952,5,40
0.03620876,6,40
0.04982517,7,40
0.02395302,8,40
0.03820257,9,40
0.04524833,10,40
0.05607714,11,40
0.04060889,12,40
0.02769354,13,40
0.03107253,14,40
0.03892423,15,40
0.06726731,16,40
0.06604778,17,40
0.02212388,18,40
0.08261664,19,40
0.02839375,20,40
0.06031589,21,40
0.03255184,22,40
0.08121241,23,40
0.05560860,24,40
0.04246043,25,40
0.04302287,26,40
0.06671936,27,40
0.05387017,28,40
0.05518713,29,40
0.09271411,30,40
0.03419639,31,40
0.04385761,32,40
0.07918555,33,40
0.03339014,34,40
0.05162606,35,40
0.02996111,36,40
0.05559761,37,40
0.06056703,38,40
0.03001921,39,40
0.06571132,40,40
0.04628918,41,40
0.04413848,42,40
0.05110665,43,40
0.03675676,44,40
0.03140619,45,40
0.03191066,46,40
0.06883886,47,40
0.04671522,48,40
0.04560232,49,40
0.03486359,50,40
0.04655342,1,41
0.05930747,2,41
0.03656995,3,41
0.05231310,4,41
0.02814060,5,41
0.06598718,6,41
0.07742637,7,41
0.06664327,8,41
0.07933075,9,41
0.04246379,10,41
0.03751217,11,41
0.03251149,12,41
0.03015707,13,41
0.04479988,14,41
0.06294323,15,41
0.04206774,16,41
0.02874681,17,41
0.06276673,18,41
0.05820634,19,41
0.06401764,20,41
0.04421210,21,41
0.07923677,22,41
0.07085181,23,41
0.04301018,24,41
0.07787734,25,41
0.06850306,26,41
0.07792784,27,41
0.02241224,28,41
0.02657580,29,41
0.04736565,30,41
0.03775734,31,41
0.06666276,32,41
0.03780647,33,41
0.05525675,34,41
0.02386747,35,41
0.05290682,36,41
0.04216566,37,41
0.05860302,38,41
0.05079316,39,41
0.06967633,40,41
0.03749756,41,41
0.02451239,42,41
0.05023429,43,41
0.04254496,44,41
0.08013106,45,41
0.01555158,46,41
0.03209226,47,41
0.03519141,48,41
0.04557789,49,41
0.03215756,50,41
0.06315376,1,42
0.02903550,2,42
0.06617278,3,42
0.04004570,4,42
0.05812276,5,42
0.04796831,6,42
0.03299814,7,42
0.09192492,8,42
0.04498023,9,42
0.05048229,10,42
0.04230777,11,42
0.05204168,12,42
0.06984286,13,42
0.05074996,14,42
0.05337493,15,42
0.04249442,16,42
0.09176384,17,42
0.03908749,18,42
0.05363661,19,42
0.05442484,20,42
0.06385355,21,42
0.03849274,22,42
0.02729050,23,42
0.08036247,24,42
0.06106783,25,42
0.03015175,26,42
0.04830596,27,42
0.03082479,28,42
0.07181465,29,42
0.04506830,30,42
0.05893930,31,42
0.07236449,32,42
0.03618817,33,42
0.04337462,34,42
0.06518914,35,42
0.05424636,36,42
0.02827143,37,42
0.05279710,38,42
0.06107066,39,42
0.06045736,40,42
0.03547778,41,42
0.08799530,42,42
0.06633062,43,42
0.07266621,44,42
0.05968113,45,42
0.02927549,46,42
0.02699264,47,42
0.07863752,48,42
0.03814180,49,42
0.06285942,50,42
0.04101587,1,43
0.07482906,2,43
0.04812976,3,43
0.04914974,4,43
0.08224037,5,43
0.06336313,6,43
0.03865462,7,43
0.05618423,8,43
0.03493964,9,43
0.03546952,10,43
0.03247847,11,43
0.04565785,12,43
0.05075746,13,43
0.05687516,14,43
0.05688628,15,43
0.07078421,16,43
0.03948417,17,43
0.03989406,18,43
0.05110215,19,43
0.05906848,20,43
0.04226592,21,43
0.04284517,22,43
0.04811375,23,43
0.07326800,24,43
0.05161009,25,43
0.05062800,26,43
0.04007194,27,43
0.04225527,28,43
0.03801840,29,43
0.05052598,30,43
0.04004262,31,43
0.02185473,32,43
0.05667174,33,43
0.02884766,34,43
0.05161440,35,43
0.03295686,36,43
0.06879697,37,43
0.04543161,38,43
0.03900557,39,43
0.04317258,40,43
0.04508422,41,43
0.07894558,42,43
0.06224636,43,43
0.05364553,44,43
0.08420648,45,43
0.02281818,46,43
0.01884384,47,43
0.04572142,48,43
0.05635589,49,43
0.03566764,50,43
0.04770833,1,44
0.07849274,2,44
0.04404053,3,44
0.03035963,4,44
0.04343716,5,44
0.06247770,6,44
0.07257330,7,44
0.03869380,8,44
0.05868589,9,44
0.04191483,10,44
0.03239370,11,44
0.05590030,12,44
0.08704222,13,44
0.09758978,14,44
0.06208513,15,44
0.04055110,16,44
0.06488021,17,44
0.05543674,18,44
0.07010591,19,44
0.06614548,20,44
0.05631289,21,44
0.07319584,22,44
0.04497802,23,44
0.01718770,24,44
0.04888427,25,44
0.05810006,26,44
0.04724476,27,44
0.04319948,28,44
0.04918392,29,44
0.03640436,30,44
0.04971458,31,44
0.04906837,32,44
0.06434374,33,44
0.04067072,34,44
0.04327320,35,44
0.05970061,36,44
0.04472490,37,44
0.04768329,38,44
0.05697198,39,44
0.05908236,40,44
0.04406214,41,44
0.06682667,42,44
0.07184211,43,44
0.04094737,44,44
0.07719450,45,44
0.04091160,46,44
0.07585964,47,44
0.06326010,48,44
0.03680973,49,44
0.03400036,50,44
0.03807397,1,45
0.02416045,2,45
0.04254964,3,45
0.06240290,4,45
0.09290590,5,45
0.02969718,6,45
0.05850850,7,45
0.04154443,8,45
0.08406450,9,45
0.03479343,10,45
0.06335477,11,45
0.03178790,12,45
0.06161530,13,45
0.05368100,14,45
0.04717665,15,45
0.05893479,16,45
0.08141913,17,45
0.05506210,18,45
0.05980471,19,45
0.08820735,20,45
0.04997478,21,45
0.04687038,22,45
0.04615860,23,45
0.03917614,24,45
0.04407142,25,45
0.06995501,26,45
0.04973885,27,45
0.06471583,28,45
0.04210549,29,45
0.06502886,30,45
0.02899119,31,45
0.06770535,32,45
0.06378367,33,45
0.04460989,34,45
0.04866458,35,45
0.01714238,36,45
0.03598284,37,45
0.04990204,38,45
0.05206162,39,45
0.03086429,40,45
0.07887499,41,45
0.06586342,42,45
0.05907871,43,45
0.06362281,44,45
0.05806971,45,45
0.04595708,46,45
0.06647665,47,45
0.06274832,48,45
0.05554520,49,45
0.07985844,50,45
0.03130431,1,46
0.04078684,2,46
0.05328168,3,46
0.04552597,4,46
0.04774291,5,46
0.04301566,6,46
0.04844026,7,46
0.04006397,8,46
0.05488309,9,46
0.04838541,10,46
0.05678684,11,46
0.06955320,12,46
0.09833784,13,46
0.04855832,14,46
0.05268183,15,46
0.05942409,16,46
0.04476422,17,46
0.07166571,18,46
0.03255287,19,46
0.03914514,20,46
0.03909137,21,46
0.04239085,22,46
0.05988226,23,46
0.05859705,24,46
0.07054084,25,46
0.10435237,26,46
0.06095634,27,46
0.03835869,28,46
0.06214351,29,46
0.06427390,30,46
0.04184297,31,46
0.04710552,32,46
0.07096956,33,46
0.04378163,34,46
0.05042026,35,46
0.02396271,36,46
0.04239454,37,46
0.05006083,38,46
0.06906925,39,46
0.04537531,40,46
0.05713056,41,46
0.03289182,42,46
0.04563694,43,46
0.05747108,44,46
0.07806214,45,46
0.05225464,46,46
0.04476024,47,46
0.05795087,48,46
0.04730635,49,46
0.04620937,50,46
0.04065287,1,47
0.06574135,2,47
0.05866158,3,47
0.06866231,4,47
0.05028998,5,47
0.05328113,6,47
0.05073068,7,47
0.05614855,8,47
0.04505139,9,47
0.06431124,10,47
0.05198500,11,47
0.06480361,12,47
0.12271195,13,47
0.05615824,14,47
0.08072294,15,47
0.06246054,16,47
0.03811885,17,47
0.07790825,18,47
0.03731176,19,47
0.05218810,20,47
0.04550833,21,47
0.06413894,22,47
0.07726476,23,47
0.05026587,24,47
0.05131931,25,47
0.08756885,26,47
0.05162955,27,47
0.04862345,28,47
0.06548464,29,47
0.03534729,30,47
0.05396751,31,47
0.05798500,32,47
0.07139091,33,47
0.07309264,34,47
0.07069557,35,47
0.03856513,36,47
0.03804467,37,47
0.05702633,38,47
0.06720635,39,47
0.06371008,40,47
0.03962723,41,47
0.07742713,42,47
0.04837650,43,47
0.07279126,44,47
0.05498689,45,47
0.05317007,46,47
0.05895949,47,47
0.05591371,48,47
0.04665150,49,47
0.07334060,50,47
0.07438087,1,48
0.06773587,2,48
0.05519734,3,48
0.05953720,4,48
0.06373828,5,48
0.04768300,6,48
0.08010502,7,48
0.03496183,8,48
0.05161573,9,48
0.05833210,10,48
0.08220298,11,48
0.03116719,12,48
0.06983926,13,48
0.08211204,14,48
0.06738441,15,48
0.07562129,16,48
0.11761667,17,48
0.06708635,18,48
0.06617638,19,48
0.04163888,20,48
0.06190762,21,48
0.06927006,22,48
0.08695355,23,48
0.05403811,24,48
0.07164129,25,48
0.08772538,26,48
0.05761420,27,48
0.05943755,28,48
0.07109203,29,48
0.06857559,30,48
0.05728970,31,48
0.08061022,32,48
0.05802401,33,48
0.10125906,34,48
0.09180766,35,48
0.07853232,36,48
0.10048048,37,48
0.05461245,38,48
0.08333624,39,48
0.08564763,40,48
0.04557275,41,48
0.07173398,42,48
0.08276799,43,48
0.04296619,44,48
0.09138070,45,48
0.05895996,46,48
0.06232510,47,48
0.09707386,48,48
0.08106676,49,48
0.05727926,50,48
